Name,File Identifier,Sub-Theme Name,Variable Name,Description,Time Period,Crop,Water Supply,Data Units,Recommended Renderer,Download URL
pls_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Pulses under Total water supply conditions,2010,Pulses,Total,mln GK$,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/pls_2010_prd.tif
rcw_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Wetland rice under Total water supply conditions,2010,Wetland rice,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/rcw_2010_prd.tif
rsd_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Rapeseed under Total water supply conditions,2010,Rapeseed,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/rsd_2010_prd.tif
rt1_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Potato and sweet potato under Total water supply conditions,2010,Potato and sweet potato,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/rt1_2010_prd.tif
rt2_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Cassava under Total water supply conditions,2010,Cassava,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/rt2_2010_prd.tif
rt3_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Yams and other roots under Total water supply conditions,2010,Yams and other roots,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/rt3_2010_prd.tif
sfl_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Sunflower under Total water supply conditions,2010,Sunflower,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/sfl_2010_prd.tif
soy_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Soybean under Total water supply conditions,2010,Soybean,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/soy_2010_prd.tif
srg_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Sorghum under Total water supply conditions,2010,Sorghum,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/srg_2010_prd.tif
sub_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Sugarbeet under Total water supply conditions,2010,Sugarbeet,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/sub_2010_prd.tif
suc_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Sugarcane under Total water supply conditions,2010,Sugarcane,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/suc_2010_prd.tif
tob_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Tobacco under Total water supply conditions,2010,Tobacco,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/tob_2010_prd.tif
veg_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Vegetables under Total water supply conditions,2010,Vegetables,Total,mln GK$,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/veg_2010_prd.tif
whe_2010_prd,,"Area, Yield and Production",Production,Production for the year 2010 for Wheat under Total water supply conditions,2010,Wheat,Total,1000 t,Actual Yields and Production Symbology,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/T/2010/whe_2010_prd.tif
