Name,Sub-Theme Name,Variable Name,Description,Time Period,Climate Model,RCP,Data Units,Recommended Renderer,Download URL,Thumbnail,File Identifier
TLU30s_AD_2010_v2_1,Selected socio-economic Data,Ruminant livestock density (year 2010),Ruminant livestock density (year 2010),n.a.,n.a.,n.a.,LSU/km2,Socio-economic Data,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/LR/socio/TLU30s_AD_2010_v2_1.tif,,000000138
